fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,wine type,free sulfur dioxide ratio
0.3230592691605716,0.8581732455944833,-0.04858873769519937,0.8414498664336362,-0.284777324603313,0.8386768016412389,-0.9283473603745785,0.5166361133920391,-0.9102883142165462,0.5678205540026284,-2.041102670477037
0.6364311293732231,0.6752201317191042,-0.599799942527566,-0.6856150160950336,1.062897631712917,0.5190535859094338,-0.060220349003105106,-0.2812180042059234,-0.23964249421709627,-1.7607810870176146,2.138225554362311
-0.6953992765305447,-0.7884047792839303,-0.04858873769519937,-0.8977073608906821,-0.36900700937307745,-1.0518605169425281,1.6760336737398418,0.9820510153241843,0.43100332578235523,0.5678205540026284,-0.23163312820258272
-0.4603703813710564,-0.4224985515331715,0.08921406351289243,-0.8552888919315526,-0.39708357096299873,-0.8580464393179474,0.43585222892345116,-0.4806815336054138,0.17951114328256054,0.5678205540026284,-1.2368514817279488
0.871460024532712,-0.3615141802413784,1.1227350725735799,-0.7068242505745984,1.0348210701229956,-0.20179877297502657,0.24982501220099118,0.5831239565252027,1.6046335107813945,-1.7607810870176146,1.7231455156495978
2.2816333954896417,0.24832953267655247,1.2605378737816717,-0.6431965471359039,1.3436632476121315,0.5972592663544672,0.0017887232377158024,0.7825874859246934,0.9339876907819431,-1.7607810870176146,1.4144962560939904
-0.22534148621156747,0.614235760427311,0.7093266689493047,0.6505667561175524,-0.22862420142347004,0.9270832230138362,0.6218794456459084,-0.4806815336054138,-0.8264575867166152,0.5678205540026284,-1.743384603576986
-0.14699852115840495,1.2850638446370353,-1.2888139485680243,-0.6856150160950336,0.5294429615044093,0.4170461766333427,0.8699157346091865,0.38366042712571186,-0.6587961317167531,-1.7607810870176146,1.1499397479034694
-1.0871141017963586,-0.605451665408551,0.5026224671371674,-0.8340796574519876,-0.060164831883941325,-0.5010205068515907,-0.060220349003105106,-0.08175447480643261,-0.9941190417164774,0.5678205540026284,-0.41005063267143577
-0.6953992765305447,-0.3615141802413784,1.0538336719695338,1.2232160870658033,-0.45323669414284173,0.4238466705850897,-0.6183019991704796,-0.14824231793959622,-0.8264575867166152,0.5678205540026284,0.3856653909086321
-0.4603703813710564,0.004392047509380201,-0.3241943401113826,0.16275436308756072,0.0802179760656659,0.3490412371159486,0.4978613011642693,-0.2812180042059234,-0.3234732217170273,0.5678205540026284,-0.9321459084684953
1.263174849798526,2.1998294140139314,-2.1845321564206204,-0.7916611884928578,0.3609835919648807,0.7944735909549026,0.5598703734050903,-0.015266631673269011,-0.4073039492169584,-1.7607810870176146,1.089602298667035
-0.14699852115840495,-0.7274204079921371,-0.18639153890329116,0.7354036940358119,-0.17247107824362706,0.30143777945375766,0.43585222892345116,-0.4806815336054138,-0.5749654042168205,0.5678205540026284,-0.14932665898775394
-1.0871141017963586,-0.48348292282496463,-0.9443069455477953,-0.8977073608906821,-0.7059257484521348,-1.3170797810603954,1.2419701680541038,-0.879608592404395,0.43100332578235523,0.5678205540026284,0.5264527724603127
0.24471630410740908,-0.9103735218675164,1.1916364731776257,-0.8128704229724227,-0.2567007630133915,-0.5010205068515907,1.1179520235724647,-0.41419369047225063,0.17951114328256054,0.5678205540026284,0.1181693659604391
-0.14699852115840495,0.5532513891355179,-2.0467293552125287,-0.7492427195337282,0.6698257694540167,0.08382197299808146,0.8079066623683684,1.8463929760553104,0.09568041578262948,-1.7607810870176146,2.0097483995226617
-0.930428171690033,-0.2395454376577924,0.08921406351289243,-0.7068242505745984,-0.39708357096299873,-1.7115084302613415,0.6218794456459084,-0.7466329061380682,1.6884642382813255,0.5678205540026284,-0.33046569950385307
-0.538713346424219,1.6509700723877936,-2.1845321564206204,-0.6856150160950336,1.0909741933028385,0.25043407481571206,2.4201425406296733,1.1150267015905106,0.8501569632820121,-1.7607810870176146,4.239421682535143
-1.2438000319026845,-0.05659232378241295,-0.25529293950733667,-0.8977073608906821,-0.7059257484521348,-1.1606684201703663,1.6760336737398418,0.3171725839925483,0.34717259828242414,0.5678205540026284,0.4408192104855794
-0.6953992765305447,-0.5444672941167578,-0.6687013431316119,-0.4523134368198202,-0.22862420142347004,-0.718636313307267,-0.3702657102072014,-0.2147301610727598,0.01184968828269841,0.5678205540026284,-0.24569168660884225
-0.6953992765305447,0.8581732455944833,-1.9089265540044371,-0.918916595370247,-0.284777324603313,-0.637030385886379,0.12580686771935487,-1.1455599649370494,-0.7426268592166841,0.5678205540026284,0.142487186410275
-0.8520852066368705,0.43128264655193155,-1.9089265540044371,-0.8764981264111174,-0.5655429405025276,-0.8138432286316111,0.12580686771935487,0.5166361133920391,-0.4911346767168895,0.5678205540026284,-0.7639043030836025
-0.930428171690033,-0.3615141802413784,-0.4619971413194744,-0.770451954013293,-0.39708357096299873,-0.6030279161276819,-0.8663382881337577,0.1177090545930582,-1.245611224216272,0.5678205540026284,-1.694859247577314
0.7931170594795481,0.3093139039683456,1.1916364731776257,-0.6644057816154688,1.2032804396625245,1.0970955718073592,0.9939338790908255,3.0431741524522535,-0.5749654042168205,-1.7607810870176146,0.5465652555391242
0.40140223421373483,0.004392047509380201,1.811749078614038,1.2020068525862386,-0.4813132557327632,1.063093102048662,-0.9903564326153967,-0.2812180042059234,-1.5809341342159977,0.5678205540026284,-0.11035372820059995
0.7147740944263856,-0.3615141802413784,1.1916364731776257,-0.9401258298498119,-0.45323669414284173,-0.36501062781676485,-0.5562929269296614,-0.8131207492712318,-0.4073039492169584,0.5678205540026284,-0.554185507557992
3.143406011074432,0.37029827526013875,1.2605378737816717,-0.7280334850541633,1.2032804396625245,1.0732938429762635,-0.7423201436521186,0.3171725839925483,-0.07198103921723266,-1.7607810870176146,0.7601598258361026
-0.8520852066368705,-0.3615141802413784,-0.3241943401113826,-0.15538415410591214,-0.7340023100420564,-1.4462891661434742,-0.3702657102072014,-0.7466329061380682,1.6884642382813255,0.5678205540026284,0.9206574408050187
-1.0087711367431955,-0.7884047792839303,-0.04858873769519937,-0.770451954013293,-0.649772625272292,-1.6435034907439097,0.8079066623683684,-0.2147301610727598,1.8561256932811878,0.5678205540026284,0.25380115325811475
